Ontology ID	parent class	label	Equivalence axiom	Subclass axiom	taxon	definition	definition source	Last Updated	Curation notes	created	contributor	Exact Synonym	Broad Synonym	French syn.	see also	hasDbXref	curation status	comment	image	term requested	EFSA Code	
ID	SC % SPLIT=|	AL rdfs:label@en	EC %	SC % SPLIT=|		AL IAO:0000115@en	A IAO:0000119 SPLIT=|			AT dcterms:date^^xsd:dateTime	A dcterms:contributor SPLIT=|	AL oboInOwl:hasExactSynonym@en SPLIT=|	AL oboInOwl:hasBroadSynonym@en SPLIT=|	AL oboInOwl:hasExactSynonym@fr SPLIT=|	A rdfs:seeAlso SPLIT=|		AI IAO:0000114	AL rdfs:comment@en	AI schema:image			
FOODON:00004920	Honey mango	Honey mango (raw)	'Honey mango' and 'has quality' some 'raw'			A raw Honey mango.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004921	Mangifera indica	Tommy Atkins mango cultivar				A mango cultivar called Tommy Atkins mango				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004922	mango	Tommy Atkins mango	'mango' and 'in taxon' some 'Tommy Atkins mango cultivar'			A drupe fruit of a Tommy Atkins mango cultivar.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004923	Tommy Atkins mango	Tommy Atkins mango (raw)	'Tommy Atkins mango' and 'has quality' some 'raw'			A raw Tommy Atkins mango.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004924	Medjool date	Medjool date (raw)	'Medjool date' and 'has quality' some 'raw'			A raw medjool date.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00005137	Physalis philadelphica	Toma Verde tomatillo cultivar				A tomatillo cultivar called Toma Verde tomatillo.					https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805											
FOODON:00005138	tomatillo	Toma Verde tomatillo	'tomatillo' and 'in taxon' some 'Toma Verde tomatillo cultivar'			A berry fruit of a Toma Verde tomatillo cultivar.					https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805											
FOODON:00004925	Toma Verde tomatillo	Toma Verde tomatillo (raw)	'Toma Verde tomatillo' and 'has quality' some 'raw'			A raw Toma Verde tomatillo.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004926	Pisum sativum var. arvense	Hampton field pea cultivar				A field pea cultivar called Hampton field pea.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004927	field pea	Hampton field pea	'field pea' and 'in taxon' some 'Hampton field pea cultivar'			A seed of a Hampton field pea cultivar.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004928	Hampton field pea	Hampton field pea (raw)	'Hampton field pea' and 'has quality' some 'raw'			A raw Hampton field pea.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004929	pearl oyster mushroom	old road oyster mushroom				A cultivated variety of a pearl oyster mushroom called Old Road oyster mushroom				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004930	old road oyster mushroom	old road oyster mushroom (raw)	'old road oyster mushroom' and 'has quality' some 'raw'			A raw Old Road oyster mushroom.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004931	Prunus dulcis	Nonpareil almond cultivar				An almond cultivar called Nonpareil almond.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004932	almond	Nonpareil almond	'almond' and 'in taxon' some 'Nonpareil almond cultivar'			A drupe fruit of a Nonpareil almond cultivar.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004933	Nonpareil almond	Nonpareil almond (shell off, raw)				A raw nonpareil almond that has its shell removed.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004934	Nonpareil almond	Nonpareil almond (raw)	'Nonpareil almond' and 'has quality' some 'raw'			A raw Nonpareil almond.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004935	Raphanus sativus var. niger	Watermelon daikon radish cultivar				A daikon cultivar called Watermelon daikon.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004936	daikon	Watermelon daikon radish	'daikon' and 'in taxon' some 'Watermelon daikon radish cultivar'			A root of a Watermelon daikon radish cultivar.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004937	Watermelon daikon radish	Watermelon daikon radish (raw)	'Watermelon daikon radish' and 'has quality' some 'raw'			A raw Watermelon daikon radish.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:03414325	Solanum lycopersicum	Beefsteak tomato cultivar				A tomato cultivar called Beefsteak tomato.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004938	tomato	Beefsteak tomato	'tomato' and 'in taxon' some 'Beefsteak tomato cultivar'			A berry fruit of a Beefsteak tomato cultivar.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004939	Beefsteak tomato	Beefsteak tomato (raw)	'Beefsteak tomato' and 'has quality' some 'raw'			A raw Beefsteak tomato.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004940	Solanum lycopersicum	Carbon tomato cultivar				A tomato cultivar called Carbon tomato.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004941	tomato	Carbon tomato	'tomato' and 'in taxon' some 'Carbon tomato cultivar'			A berry fruit of a Carbon tomato cultivar.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004942	Carbon tomato	Carbon tomato (raw)	'Carbon tomato' and 'has quality' some 'raw'			A raw Carbon tomato.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004943	Solanum lycopersicum	Damsel tomato cultivar				A tomato cultivar called Damsel tomato.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004944	tomato	Damsel tomato	'tomato' and 'in taxon' some 'Damsel tomato cultivar'			A berry fruit of a Damsel tomato cultivar.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004945	Damsel tomato	Damsel tomato (raw)	'Damsel tomato' and 'has quality' some 'raw'			A raw Damsel tomato.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004946	Solanum lycopersicum	Moskovich tomato cultivar				A tomato cultivar called Moskovich tomato.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004947	tomato	Moskovich tomato	'tomato' and 'in taxon' some 'Moskovich tomato cultivar'			A berry fruit of a Moskovich tomato cultivar.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004948	Moskovich tomato	Moskovich tomato (raw)	'Moskovich tomato' and 'has quality' some 'raw'			A raw Moskovich tomato.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004949	Solanum lycopersicum	Roma tomato cultivar				A tomato cultivar called Roma tomato.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004950	plum tomato	Roma tomato	'plum tomato' and 'in taxon' some 'Roma tomato cultivar'			A berry fruit of a Roma tomato cultivar.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004951	Roma tomato	Roma tomato (raw)	'Roma tomato' and 'has quality' some 'raw'			A raw Roma tomato.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004952	Solanum virginianum	Galine eggplant cultivar				An eggplant cultivar called Galine eggplant.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004953	eggplant	Galine eggplant	'eggplant' and 'in taxon' some 'Galine eggplant cultivar'			A berry fruit of a Galine eggplant cultivar.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004954	Galine eggplant	Galine eggplant (raw)	'Galine eggplant' and 'has quality' some 'raw'			A raw Galine eggplant.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004955	Solanum tuberosum	Alegria potato cultivar				A yellow potato cultivar called Alegria potato.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004956	yellow potato	Alegria potato	'yellow potato' and 'in taxon' some 'Alegria potato cultivar'			A shoot axis tuber of an Alegria potato cultivar.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004957	Alegria potato	Alegria potato (raw)	'Alegria potato' and 'has quality' some 'raw'			A raw Alegria potato.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004958	Solanum tuberosum	Inka Gold potato cultivar				A yellow potato cultivar called Inka Gold potato.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004959	yellow potato	Inka Gold potato	'yellow potato' and 'in taxon' some 'Inka Gold potato cultivar'			A shoot axis tuber of an Inka Gold potato cultivar				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004960	Inka Gold potato	Inka Gold potato (raw)	'Inka Gold potato' and 'has quality' some 'raw'			A raw Inka Gold potato.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004961	Solanum tuberosum	Masquerade potato cultivar				A yellow potato called Masquerade potato.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004962	yellow potato	Masquerade potato	'yellow potato' and 'in taxon' some 'Masquerade potato cultivar'			A shoot axis tuber of a Masquerade potato cultivar.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004963	Masquerade potato	Masquerade potato (raw)	'Masquerade potato' and 'has quality' some 'raw'			A raw Masquerade potato.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004964	Solanum tuberosum	Nicola potato cultivar				A yellow potato cultivar called Nicola potato.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004965	yellow potato	Nicola potato	'yellow potato' and 'in taxon' some 'Nicola potato cultivar'			A shoot axis tuber of a Nicola potato cultivar.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004966	Nicola potato	Nicola potato (raw)	'Nicola potato' and 'has quality' some 'raw'			A raw Nicola potato.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004967	Solanum tuberosum	Yukon Gold potato cultivar				A yellow potato cultivar called Yukon Gold potato.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004968	yellow potato	Yukon Gold potato	'yellow potato' and 'in taxon' some 'Yukon Gold potato cultivar'			A shoot axis tuber of a Yukon Gold potato cultivar.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004969	Yukon Gold potato	Yukon Gold potato (raw)	'Yukon Gold potato' and 'has quality' some 'raw'			A raw Yukon Gold potato.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004970	Solanum tuberosum	Russet potato cultivar				A potato cultivar called Russet potato.				2024-06-12T13:42:11Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004971	potato	Russet potato	'potato' and 'in taxon' some 'Russet potato cultivar'			A shoot axis tuber of a Russet potato cultivar.	https://en.wikipedia.org/wiki/Russet_potato			2024-07-04T17:32:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004972	Russet potato	Russet potato (raw)	'Russet potato' and 'has quality' some 'raw'			A raw Russet potato.				2024-06-12T16:02:43Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004973	Solanum tuberosum	Russet Nugget potato cultivar				A russet potato cultivar called Russet Nugget potato.				2024-06-12T16:02:43Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004974	Russet potato	Russet Nugget potato	'Russet potato' and 'in taxon' some 'Russet Nugget potato cultivar'			A shoot axis tuber of a Russet Nugget potato cultivar.				2024-06-12T16:02:43Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004975	Russet Nugget potato	Russet Nugget potato (raw)	'Russet Nugget potato' and 'has quality' some 'raw'			A raw Russet Nugget potato.				2024-06-12T16:02:43Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004976	Solanum tuberosum	Canela Russet potato cultivar				A Russet potato cultivar called Canela Russet potato.				2024-06-12T16:02:43Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004977	Russet potato	Canela Russet potato	'Russet potato' and 'in taxon' some 'Canela Russet potato cultivar'			A shoot axis tuber of a Canela Russet potato cultivar.				2024-06-12T16:02:43Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004978	Canela Russet potato	Canela Russet potato (raw)	'Canela Russet potato' and 'has quality' some 'raw'			A raw Canela Russet potato.				2024-06-12T16:02:43Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004979	Solanum tuberosum	Russet Norkotah potato cultivar				A russet potato cultivar called Russet Norkotah potato cultivar.				2024-06-12T16:02:43Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004980	Russet potato	Russet Norkotah potato	'Russet potato' and 'in taxon' some 'Russet Norkotah potato cultivar'			A shoot axis tuber of a Russet Norkotah potato cultivar.				2024-06-12T16:02:43Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004981	Russet Norkotah potato	Russet Norkotah potato (raw)	'Russet Norkotah potato' and 'has quality' some 'raw'			A raw Russet Norkotah potato.				2024-06-12T16:02:43Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004982	Solanum tuberosum	Purple potato cultivar				A potato cultivar called Purple potato.				2024-06-12T16:02:43Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004983	potato	Purple potato	'potato' and 'in taxon' some 'Purple potato cultivar'			A shoot axis tuber of a Purple potato cultivar.				2024-06-12T16:02:43Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004984	Purple potato	Purple potato (raw)	'Purple potato' and 'has quality' some 'raw'			A raw Purple potato.				2024-06-12T16:02:43Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004985	Solanum tuberosum	Purple Majesty potato cultivar				A potato cultivar called Purple Majesty potato.				2024-06-12T16:02:43Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004986	Purple potato	Purple Majesty potato	'Purple potato' and 'in taxon' some 'Purple Majesty potato cultivar'			A shoot axis tuber of a Purple Majesty potato cultivar.				2024-06-12T16:02:43Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004987	Purple Majesty potato	Purple Majesty potato (raw)	'Purple Majesty potato' and 'has quality' some 'raw'			A raw Purple Majesty potato.				2024-06-12T16:02:43Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004988	Solanum tuberosum	Purple Peruvian potato cultivar				A Purple potato cultivar called Peruvian potato.				2024-06-12T16:02:43Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
FOODON:00004989	Purple potato	Purple Peruvian potato	'Purple potato' and 'in taxon' some 'Purple Peruvian potato cultivar'			A shoot axis tuber of a Purple Peruvian potato cultivar.				2024-06-12T16:02:43Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0002-0995-0278|https://orcid.org/0000-0003-3653-3805									PTFI		
